工农兵大学生现在教授的祖师爷,@VOAChinese 美国利用法律制定了台湾军售，高官访台，自由航行，香港人权等等一系列法案把中国欺负成新东亚病夫，是邓小平这窝共产党的业绩。邓小平和美国共同污蔑毛泽东和文革，可毛泽东打赢韩战打赢越战，让美国主动和好并且撤出台湾驻军和第七舰队。制造了一个令中国人无比自豪的时代。,0,2019-10-17T13:46:06.000+08:00,,第七舰队
工农兵大学生现在教授的祖师爷,@XinhuaChinese 美国制定了台湾军售，高官访台，自由航行，香港人权等等一系列法案把中国欺负成新东亚病夫，是邓小平这窝共产党的业绩。邓小平和美国共同污蔑毛泽东和文革，可毛泽东打赢韩战打赢越战，让美国主动和好并且撤出台湾驻军和第七舰队。制造了一个令中国人无比自豪的时代。,0,2019-10-16T09:46:01.000+08:00,,第七舰队
ミケ,@nai_r メリケンは第七艦隊がウルトラマンエースと同じくらい強いから仕方ないね,0,2019-11-14T22:09:18.000+08:00,,第七舰队
Reagan,美国再一次搬起了巨石击，至于砸向谁的脚，谁疼谁知道。抛售美国国债是第一选项，南海围剿第七舰队，聚而歼之是第二选择。更好的选择是，夹起尾巴老老实实按国际规则办事，不要再奴役国民，称霸世界。 https://t.co/URBCVLUHBr,0,2019-11-28T09:57:15.000+08:00,,第七舰队
禁闻网,震慑中共！美军公开神盾舰通过台海画面 - 禁闻网 https://t.co/hgezkwpG1z #中共 #台海 #塞勒 #打击群 #画面 #神盾 #神盾舰 #第七舰队 #美军,0,2020-02-17T02:49:03.000+08:00,,第七舰队
joshua john,@japanaqi 慢！台湾的美军基地是？南海的第七舰队是？,0,2020-03-05T06:36:07.000+08:00,,第七舰队
工农兵大学生现在教授的祖师爷,@VOAChinese 美国制定了台湾军售，高官访台，自由航行，香港人权等等一系列法案把中国欺负成新东亚病夫，是邓小平这窝共产党的业绩。邓小平和美国共同污蔑毛泽东和文革，可毛泽东打赢韩战打赢越战，让美国主动和好并且撤出台湾驻军和第七舰队。制造了一个令中国人无比自豪的时代。,0,2019-10-16T12:50:48.000+08:00,,第七舰队
YAHUI ZHANG,@kboOCtayzFJnXwx 俗称：美国第七舰队。,0,2019-10-14T05:38:11.000+08:00,,第七舰队
victory2020,美国海军第七舰队发言人表示，近岸战斗舰吉福兹号周三（20日）在美济礁12海里范围内航行；翌日神盾驱逐舰迈耶号挑战西沙群岛对“无害通过”的限制。美军称行动以法治为基础，展示美方致力维护各国享有的海洋和领空权利、自由和合法使用。（互联… https://t.co/bhE3Jvhb40,0,2019-11-22T12:46:31.000+08:00,,第七舰队
表現の自由戦士@自由特殊戦団軍,@goshooot @WAT84784722 だから、第七艦隊や在日米軍基地を追い出して、侵略戦争を仕掛けます。,0,2019-10-02T21:37:38.000+08:00,,第七舰队
表現の自由戦士@自由特殊戦団軍,@goshooot @WAT84784722 だから、中国は反基地運動や護憲運動を支援して、アジア太平洋地域から在日米軍や第七艦隊や在韓米軍を追い出して、日本を含めたアジア地域を侵略しようとしています。中国大佐が沖縄の反基地運動の支援は大事と言っていました。,0,2019-10-02T21:51:51.000+08:00,,第七舰队
工农兵大学生现在教授的祖师爷,@VOAChinese 美国制定了台湾军售，高官访台，自由航行，香港人权等等一系列法案把中国欺负成新东亚病夫，是邓小平这窝共产党的业绩。邓小平和美国共同污蔑毛泽东和文革，可毛泽东打赢韩战打赢越战，让美国主动和好并且撤出台湾驻军和第七舰队。制造了一个令中国人无比自豪的时代。,0,2019-10-16T12:38:29.000+08:00,,第七舰队
工农兵大学生现在教授的祖师爷,@VOAChinese 美国利用法律制定了台湾军售，高官访台，自由航行，香港人权等等一系列法案把中国欺负成新东亚病夫。邓小平和美国共同污蔑毛泽东和文革，可毛泽东打赢韩战打赢越战，让美国主动和好并且撤出台湾驻军和第七舰队。制造了一个令中国人无比自豪的时代。,0,2019-10-16T09:04:11.000+08:00,,第七舰队
工农兵大学生现在教授的祖师爷,@RFI_Cn 美国制定了台湾军售，高官访台，自由航行，香港人权等等一系列法案把中国欺负成新东亚病夫，是邓小平这窝共产党的业绩。邓小平和美国共同污蔑毛泽东和文革，可毛泽东打赢韩战打赢越战，让美国主动和好并且撤出台湾驻军和第七舰队。制造了一个令中国人无比自豪的时代。,0,2019-10-16T09:53:26.000+08:00,,第七舰队
台灣推新聞,美戰艦通過台海  第七艦隊公布照片 https://t.co/MBB3onFIqK,1,2020-02-16T18:13:40.000+08:00,,第七舰队
工农兵大学生现在教授的祖师爷,@bbcchinese 美国制定了台湾军售，高官访台，自由航行，香港人权等等一系列法案把中国欺负成新东亚病夫，是邓小平这窝共产党的业绩。邓小平和美国共同污蔑毛泽东和文革，可毛泽东打赢韩战打赢越战，让美国主动和好并且撤出台湾驻军和第七舰队。制造了一个令中国人无比自豪的时代。,0,2019-10-16T13:04:42.000+08:00,,第七舰队
Jim（香港新芬論壇）,@YesKwok 如果蔡連任，一定會借澳洲王立強案去肅清國民黨，中共將沒有片板留在台灣立足。 沒有了共狗，台灣分分鐘set薩德導彈系統同俾第七艦隊註軍來制衡南海。換我係習近平真係唔知點算。,0,2019-12-10T14:41:21.000+08:00,,第七舰队
Lok @ 永瀆掛牌MK-3?,@MasuHKger 第七艦隊要幾多錢?,0,2020-02-26T12:11:13.000+08:00,,第七舰队
工农兵大学生现在教授的祖师爷,@VOAChinese 美国利用法律制定了台湾军售，高官访台，自由航行，香港人权等等一系列法案把中国欺负成新东亚病夫。邓小平和美国共同污蔑毛泽东和文革，可毛泽东打赢韩战打赢越战，让美国主动和好并且撤出台湾驻军和第七舰队。却制造了一个令中国人无比自豪的时代。,1,2019-10-17T03:19:21.000+08:00,,第七舰队
八咫烏,@katsuyatakasu 横須賀米軍第七艦隊乗組員全員隔離検査。https://t.co/IcnFwKJgJT,1,2020-02-27T16:04:08.000+08:00,,第七舰队
徐思远/裤论,RT @kuanyikulun: 摘开思想资源和观念秩序以及政治制度原理全部来自英美不提，如果没有第七舰队，连同老蒋和他的子孙，以及台湾这些争民主自由的人，怕是都被共产党赶大海里喂王八了吧？不懂感恩是东亚人的通病。,0,2020-01-15T21:23:22.000+08:00,,第七舰队
LL.yao2,RT @SYC999: 臨近中國的春節??核动力航母西奥多·罗斯福号 #CVN71 的官兵們告別親人遠赴東亞執行任務? 第9航母打击群美國当地时间17日从位于美国加州圣迭戈的母港起航预计将在第七舰队的作战地区—西太平洋等海域执行任务?? ??军核侦察机 #WC135W 上周…,0,2020-01-19T23:24:30.000+08:00,,第七舰队
Michael Lin,RT @SYC999: 臨近中國的春節??核动力航母西奥多·罗斯福号 #CVN71 的官兵們告別親人遠赴東亞執行任務? 第9航母打击群美國当地时间17日从位于美国加州圣迭戈的母港起航预计将在第七舰队的作战地区—西太平洋等海域执行任务?? ??军核侦察机 #WC135W 上周…,0,2020-01-19T17:55:55.000+08:00,,第七舰队
七爷,RT @SYC999: 臨近中國的春節??核动力航母西奥多·罗斯福号 #CVN71 的官兵們告別親人遠赴東亞執行任務? 第9航母打击群美國当地时间17日从位于美国加州圣迭戈的母港起航预计将在第七舰队的作战地区—西太平洋等海域执行任务?? ??军核侦察机 #WC135W 上周…,50,2020-01-19T17:01:28.000+08:00,,第七舰队
摩西,RT @hanrongli: 疑有大动作? 美战略武器纷纷临近朝鲜半岛  朝鲜去年底扬言将采取“重大行动”暗示发起新一轮挑衅后，美国近期向韩半岛近海和海军第七舰队的作战地区出动多种战略武器，引人关注。 https://t.co/VdcO7f29j6,13,2020-01-20T11:12:55.000+08:00,,第七舰队
kevin huang,RT @breakup1984: @CIA Military Secret秘? 美軍成功打撈中共南海爆炸潛艇殘骸  @DeptofDefense 官員表示美軍第七艦隊于1月17日利用潛航器成功捕捉中共南海爆炸潛艇殘骸…  中共潛艇南海爆炸后一直隱瞞消息然而官兵死亡無法長期隱…,0,2020-01-27T03:00:46.000+08:00,,第七舰队
?Jezebel Ueval ????上原えみ??,RT @1983_nw004: 沖縄タイムスの記事と違う。 沖縄タイムス、所属不明の特殊作戦ヘリが墜落、海保に救助要請があり、海保が5名を救助。米軍は着水とする。 当の第七艦隊は、MH-60Sが通常運用中に着水し、3名を空自が救助、名は米軍が救助。 MH-60Sって、多用途輸送…,7,2020-01-26T19:42:28.000+08:00,,第七舰队
李梅,RT @BoboDiploma: 航拍第七艦隊兩栖編隊在台灣以東的菲律賓海執行預定任務。編隊組成：美國號兩栖攻擊艦，日耳曼城號船塢登陸艦，綠灣號船塢運輸艦，和藍嶺號兩栖指揮艦。其中，藍嶺號為第七艦隊旗艦。  @ding_gang,56,2020-01-31T19:17:10.000+08:00,,第七舰队
華大叔,RT @BoboDiploma: 航拍第七艦隊兩栖編隊在台灣以東的菲律賓海執行預定任務。編隊組成：美國號兩栖攻擊艦，日耳曼城號船塢登陸艦，綠灣號船塢運輸艦，和藍嶺號兩栖指揮艦。其中，藍嶺號為第七艦隊旗艦。  @ding_gang,56,2020-01-31T12:05:22.000+08:00,,第七舰队
万晟wansheng,RT @gugufan1: 1月29日，菲律宾海，两栖攻击舰“美利坚号”USS America (LHA 6)，两栖船坞登陆舰“日耳曼城号”USS Germantown（LSD 42），两栖运输坞舰“绿湾号”USS Green Bay（LPD 20）和美国海军第七舰队旗舰、“蓝…,9,2020-01-31T10:51:48.000+08:00,,第七舰队
Jerryzheng,RT @BoboDiploma: 航拍第七艦隊兩栖編隊在台灣以東的菲律賓海執行預定任務。編隊組成：美國號兩栖攻擊艦，日耳曼城號船塢登陸艦，綠灣號船塢運輸艦，和藍嶺號兩栖指揮艦。其中，藍嶺號為第七艦隊旗艦。  @ding_gang,0,2020-02-01T14:10:36.000+08:00,,第七舰队
文素（新号）,RT @BoboDiploma: 航拍第七艦隊兩栖編隊在台灣以東的菲律賓海執行預定任務。編隊組成：美國號兩栖攻擊艦，日耳曼城號船塢登陸艦，綠灣號船塢運輸艦，和藍嶺號兩栖指揮艦。其中，藍嶺號為第七艦隊旗艦。  @ding_gang,0,2020-01-31T16:01:15.000+08:00,,第七舰队
自由飞翔,RT @BoboDiploma: 航拍第七艦隊兩栖編隊在台灣以東的菲律賓海執行預定任務。編隊組成：美國號兩栖攻擊艦，日耳曼城號船塢登陸艦，綠灣號船塢運輸艦，和藍嶺號兩栖指揮艦。其中，藍嶺號為第七艦隊旗艦。  @ding_gang,0,2020-01-31T12:54:22.000+08:00,,第七舰队
破产倒闭遣散工作组,RT @BoboDiploma: “美國”號兩栖攻擊艦搭載的F-35B和MV-22“魚鷹”在東海執行飛行任務。美國第七艦隊和海軍陸戰隊第31遠征集團正在執行印太部署。“美國”號兩栖打擊群是這一部署的重要組成部分。  @ding_gang,47,2020-02-12T12:34:15.000+08:00,,第七舰队
飛虎?香港????,RT @BoboDiploma: “美國”號兩栖攻擊艦搭載的F-35B和MV-22“魚鷹”在東海執行飛行任務。美國第七艦隊和海軍陸戰隊第31遠征集團正在執行印太部署。“美國”號兩栖打擊群是這一部署的重要組成部分。  @ding_gang,47,2020-02-12T13:24:27.000+08:00,,第七舰队
Climb Himalaya 光復香港 時代革命,RT @BoboDiploma: “美國”號兩栖攻擊艦搭載的F-35B和MV-22“魚鷹”在東海執行飛行任務。美國第七艦隊和海軍陸戰隊第31遠征集團正在執行印太部署。“美國”號兩栖打擊群是這一部署的重要組成部分。  @ding_gang,47,2020-02-12T15:43:42.000+08:00,,第七舰队
yubi,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T01:30:38.000+08:00,,第七舰队
天涯海角,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T01:08:54.000+08:00,,第七舰队
政治家艺术家Statesman artist,?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，振摄中国破坏印太地區的開發與和平。 @ding_gang ,0,2020-02-16T01:36:57.000+08:00,,第七舰队
殷明,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T05:29:30.000+08:00,,第七舰队
zehshun,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T07:48:20.000+08:00,,第七舰队
荒谬的世界,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T08:21:56.000+08:00,,第七舰队
黑武士,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T08:25:20.000+08:00,,第七舰队
mi2,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T08:18:10.000+08:00,,第七舰队
chineseccc,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T00:51:54.000+08:00,,第七舰队
佳仁,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T13:26:27.000+08:00,,第七舰队
Zero Cheung,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T12:48:14.000+08:00,,第七舰队
Golden ?,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T15:21:37.000+08:00,,第七舰队
Rianna 芮内,RT @Mulan2020: 罗斯福号航母战斗群与美国远征打击群在第七舰队海域部署进行联合军演   gnews.org/zh-hans/115195/ via @Gnews202064,0,2020-02-16T17:19:07.000+08:00,,第七舰队
自由飛鳥?,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T16:46:06.000+08:00,,第七舰队
李梅,RT @BoboDiploma: 航拍第七艦隊兩栖編隊在台灣以東的菲律賓海執行預定任務。編隊組成：美國號兩栖攻擊艦，日耳曼城號船塢登陸艦，綠灣號船塢運輸艦，和藍嶺號兩栖指揮艦。其中，藍嶺號為第七艦隊旗艦。  @ding_gang,0,2020-01-31T19:17:10.000+08:00,,第七舰队
Faith,RT @BoboDiploma: ?重磅發生中?！美國第七艦隊發布消息：部署于西太平洋的“羅斯福”號航母打擊群和“美國”號兩棲打擊群合兵一處，組成遠征打擊力量，保衛印太地區的開發與和平。 @ding_gang  c7f.navy.mil/Media/News/Dis…,0,2020-02-16T20:57:01.000+08:00,,第七舰队
